utterance_id,timestamp,channel,device_type,region,language,utterance_text,asr_confidence,duration_seconds,intent,split
utt_00504,2025-10-12T01:30:00,mobile_app_voice,ios,Northern,en,How do I pay for birth certificate?,0.866,2,payment_help,train
utt_00286,2025-12-03T01:06:00,voice_call,web,Eastern,mixed,"Nshaka apply for ESIA, ntangira he?",0.86,3,start_new_application,train
utt_00679,2025-10-08T05:56:00,ivr,ios,Northern,rw,Amafaranga ya gusimbuza indangamuntu ni angahe?,0.813,2,fees_information,train
utt_00226,2025-11-19T21:37:00,voice_call,ios,Southern,en,I want to start a new application for driving license.,0.89,7,start_new_application,train
utt_00027,2025-12-06T10:16:00,mobile_app_voice,ios,Southern,rw,Ndashaka kuvugurura case yanjye.,0.828,8,update_application_details,train
utt_00549,2025-12-19T19:52:00,voice_call,feature_phone,Kigali,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.783,5,reset_password_login_help,train
utt_00264,2025-10-23T20:07:00,whatsapp_voice_note,feature_phone,Eastern,rw,Ndashaka cancel appointment ya passport.,0.84,9,cancel_or_reschedule_appointment,train
utt_00051,2025-11-06T14:03:00,ivr,android,Northern,en,The OTP is not coming through.,0.84,4,reset_password_login_help,train
utt_00365,2025-09-26T16:00:00,voice_call,feature_phone,Southern,mixed,Ndashaka gukora complaint about tax clearance.,0.957,6,complaint_or_support_ticket,train
utt_00230,2025-11-17T15:09:00,voice_call,android,Kigali,mixed,Eligibility ya ESIA ni iyihe?,0.857,7,service_eligibility,train
utt_00038,2025-12-02T14:37:00,voice_call,android,Western,en,The OTP is not coming through.,0.781,4,reset_password_login_help,train
utt_00158,2025-11-14T15:48:00,whatsapp_voice_note,web,Western,rw,Ni iki ngomba kuzana kugira ngo nsabe ID replacement?,0.901,4,requirements_information,train
utt_00238,2025-11-28T16:01:00,voice_call,android,Northern,en,Help me schedule an appointment for birth certificate in Musanze.,0.824,9,appointment_booking,train
utt_00672,2025-12-13T23:28:00,ivr,android,Eastern,mixed,Can you check status ya request yanjye?,0.817,2,check_application_status,train
utt_00375,2025-12-16T03:37:00,mobile_app_voice,ios,Southern,mixed,"OTP ntabwo igeze, what can I do?",0.858,7,reset_password_login_help,train
utt_00371,2025-11-07T23:07:00,whatsapp_voice_note,ios,Southern,en,Who can apply for visa on arrival?,0.867,5,service_eligibility,train
utt_00176,2025-10-06T03:25:00,mobile_app_voice,web,Northern,en,Connect me to a human please.,0.893,10,speak_to_agent,train
utt_00604,2025-10-08T09:15:00,ivr,feature_phone,Western,rw,Ese application yanjye iri he?,0.828,9,check_application_status,train
utt_00482,2025-10-31T07:21:00,mobile_app_voice,android,Western,rw,Ndashaka kuvugana n'umukozi.,0.843,5,speak_to_agent,train
utt_00515,2025-10-17T15:04:00,ivr,web,Kigali,en,How can I book a slot for passport?,0.803,2,appointment_booking,train
utt_00195,2025-10-12T14:18:00,voice_call,feature_phone,Eastern,rw,Nashaka gufata appointment kuri driving license i Rubavu.,0.92,1,appointment_booking,train
utt_00595,2025-10-29T01:45:00,whatsapp_voice_note,feature_phone,Northern,rw,Payment yaranze kuri attestation y’imisoro.,0.85,4,payment_help,train
utt_00603,2025-12-12T11:23:00,ivr,feature_phone,Kigali,mixed,Booking yigihe ya kwandikisha ubucuruzi bikora gute?,0.914,7,appointment_booking,train
utt_00426,2025-12-06T23:02:00,mobile_app_voice,web,Kigali,en,Am I eligible to apply for visa on arrival?,0.747,2,service_eligibility,train
utt_00446,2025-10-21T06:30:00,mobile_app_voice,android,Northern,mixed,Ni izihe requirements za gusimbuza indangamuntu?,0.979,5,requirements_information,train
utt_00449,2025-11-28T21:09:00,voice_call,android,Western,rw,Ndashaka gutanga ikibazo/complaint kuri kwandikisha ubucuruzi.,0.695,4,complaint_or_support_ticket,train
utt_00676,2025-10-30T00:18:00,whatsapp_voice_note,web,Eastern,rw,Nkeneye ibisabwa byo gukora gusimbuza indangamuntu.,0.848,5,requirements_information,train
utt_00582,2025-11-20T22:24:00,whatsapp_voice_note,feature_phone,Kigali,rw,"Sinshoboye gushyiraho document, mwamfasha?",0.886,4,document_upload_help,train
utt_00653,2025-10-30T14:26:00,mobile_app_voice,ios,Kigali,rw,Ndashaka gutanga ikibazo/complaint kuri business registration.,0.872,2,complaint_or_support_ticket,train
utt_00068,2025-11-14T09:25:00,ivr,feature_phone,Kigali,en,What are the requirements for marriage certificate?,0.822,8,requirements_information,train
utt_00536,2025-11-04T21:58:00,ivr,ios,Western,en,I forgot my password.,0.761,4,reset_password_login_help,train
utt_00169,2025-10-02T09:27:00,voice_call,ios,Eastern,en,Who can apply for ID replacement?,0.742,8,service_eligibility,train
utt_00448,2025-11-13T14:26:00,ivr,web,Northern,mixed,What documents nkeneye kuri kwandikisha ubucuruzi?,0.865,7,requirements_information,train
utt_00163,2025-11-03T03:59:00,ivr,android,Northern,mixed,Nishyuye but ntabwo byemejwe.,0.887,5,payment_help,train
utt_00310,2025-11-17T12:35:00,voice_call,feature_phone,Southern,rw,Ndashaka gutanga ikibazo/complaint kuri pasiporo.,0.716,8,complaint_or_support_ticket,train
utt_00194,2025-10-17T12:04:00,voice_call,web,Eastern,rw,"Nishyuye ariko ntibyemejwe, nafasha?",0.8,9,payment_help,train
utt_00480,2025-11-28T04:20:00,mobile_app_voice,ios,Northern,mixed,What documents nkeneye kuri gusimbuza indangamuntu?,0.892,5,requirements_information,train
utt_00366,2025-12-14T16:09:00,ivr,feature_phone,Kigali,en,Help me schedule an appointment for marriage certificate in Huye.,0.875,5,appointment_booking,train
utt_00384,2025-10-17T03:02:00,voice_call,android,Kigali,rw,Ndashaka kuvugana n'umukozi.,0.833,6,speak_to_agent,train
utt_00631,2025-10-20T16:01:00,mobile_app_voice,web,Kigali,rw,Ndashaka gutanga ikibazo/complaint kuri icyemezo cy’amavuko.,0.768,8,complaint_or_support_ticket,train
utt_00498,2025-11-23T16:54:00,ivr,android,Southern,rw,Nashaka guhindura amakuru muri application number yanjye.,0.826,8,update_application_details,train
utt_00153,2025-12-13T12:58:00,voice_call,web,Western,en,I want to start a new application for birth certificate.,0.868,7,start_new_application,train
utt_00599,2025-10-13T02:27:00,mobile_app_voice,ios,Kigali,mixed,Ni izihe requirements za marriage certificate?,0.842,3,requirements_information,train
utt_00605,2025-12-07T14:35:00,mobile_app_voice,android,Kigali,rw,Ni izihe documents nkeneye kuri ESIA?,0.833,6,requirements_information,train
utt_00227,2025-12-14T08:29:00,whatsapp_voice_note,android,Kigali,en,I need to update my applicashon details.,0.927,7,update_application_details,train
utt_00458,2025-12-20T07:39:00,voice_call,feature_phone,Eastern,en,I submitted my application but I can't see the status.,0.845,9,check_application_status,train
utt_00559,2025-11-28T23:30:00,voice_call,feature_phone,Western,rw,Nkeneye uko nongeza document kuri case.,0.867,1,document_upload_help,train
utt_00104,2025-12-24T15:13:00,voice_call,feature_phone,Western,en,Please cancel my appointment for tax clearance.,0.929,5,cancel_or_reschedule_appointment,train
utt_00422,2025-11-15T04:11:00,ivr,ios,Southern,rw,"OTP ntabwo igeze, mwamfasha?",0.916,4,reset_password_login_help,train
utt_00616,2025-12-09T01:16:00,voice_call,web,Eastern,mixed,Can you check status ya dossier yanjye?,0.731,6,check_application_status,train
utt_00529,2025-09-29T23:02:00,ivr,ios,Northern,mixed,Ni izihe requirements za passport?,0.971,5,requirements_information,train
utt_00075,2025-12-10T10:39:00,mobile_app_voice,android,Western,en,My payment failed for ESIA. What should I do?,0.759,8,payment_help,train
utt_00116,2025-11-04T05:32:00,whatsapp_voice_note,feature_phone,Southern,mixed,Eligibility ya driving license ni iyihe?,0.954,4,service_eligibility,train
utt_00408,2025-12-05T15:46:00,ivr,web,Northern,en,Help me edit my application information.,0.831,4,update_application_details,train
utt_00675,2025-09-28T09:40:00,mobile_app_voice,web,Northern,rw,Ndashaka gutangira gusaba marriage certificate.,0.787,6,start_new_application,train
utt_00120,2025-10-26T09:31:00,ivr,web,Northern,mixed,Cancel appointment ya icyemezo cy’ubukwe please.,0.824,7,cancel_or_reschedule_appointment,train
utt_00054,2025-11-24T08:19:00,ivr,web,Eastern,en,I paid but it is not confirmed.,0.91,4,payment_help,train
utt_00152,2025-11-17T10:13:00,whatsapp_voice_note,web,Western,mixed,"Serivisi ya birth certificate irimo ikibazo, help.",0.814,7,complaint_or_support_ticket,train
utt_00404,2025-11-20T11:33:00,ivr,ios,Southern,rw,Nshaka guhindura password yanjye.,0.794,5,reset_password_login_help,train
utt_00660,2025-11-08T18:37:00,ivr,web,Eastern,en,I want to talk to an agent.,0.86,7,speak_to_agent,train
utt_00208,2025-10-18T15:12:00,ivr,web,Western,en,Who can apply for marriage certificate?,0.869,6,service_eligibility,train
utt_00689,2025-10-02T02:36:00,voice_call,android,Northern,en,Help me apply for ESIA.,0.858,5,start_new_application,train
utt_00489,2025-11-16T21:37:00,voice_call,web,Kigali,rw,Payment yaranze kuri icyangombwa cy’ubutaka.,0.777,5,payment_help,train
utt_00469,2025-12-13T07:44:00,ivr,web,Kigali,mixed,"Nshaka apply for attestation y’imisoro, ntangira he?",0.784,6,start_new_application,train
utt_00539,2025-11-21T21:41:00,ivr,feature_phone,Southern,rw,Amafaranga ya icyangombwa cy’ubutaka ni angahe?,0.813,5,fees_information,train
utt_00009,2025-12-06T02:41:00,whatsapp_voice_note,android,Northern,rw,Ndashaka kuvugana numukozi.,0.819,3,speak_to_agent,train
utt_00648,2025-10-01T00:21:00,voice_call,android,Northern,mixed,Nashaka guhindura time ya rendez-vous.,0.722,4,cancel_or_reschedule_appointment,train
utt_00037,2025-10-08T19:45:00,voice_call,ios,Western,en,How do I begin an application for driving license?,0.972,2,payment_help,val
utt_00453,2025-09-25T17:57:00,ivr,ios,Southern,en,The attachment upload is failing.,0.779,6,document_upload_help,train
utt_00140,2025-11-24T10:55:00,mobile_app_voice,web,Kigali,mixed,Nashaka gufata appointment ya ID replacement i Nyagatare.,0.906,6,appointment_booking,train
utt_00254,2025-11-11T17:33:00,ivr,android,Southern,rw,Ndashaka kumenya aho application number igeze.,0.779,6,check_application_status,train
utt_00304,2025-12-22T16:13:00,voice_call,android,Southern,rw,Ni nde wemerewe pasiporo?,0.872,2,service_eligibility,train
utt_00634,2025-12-24T04:18:00,mobile_app_voice,ios,Kigali,rw,"OTP ntabwo igeze, mwamfasha?",0.821,3,reset_password_login_help,train
utt_00528,2025-10-30T05:30:00,mobile_app_voice,ios,Eastern,rw,Mumpuze n'umuntu umbwire neza.,0.725,8,speak_to_agent,train
utt_00369,2025-11-24T18:10:00,mobile_app_voice,web,Western,mixed,Ese progress ya visa yo kuza aplikasiyo yanjye iri he?,0.713,7,check_application_status,train
utt_00060,2025-10-13T07:55:00,whatsapp_voice_note,web,Southern,en,Who can apply for driving license?,0.789,6,service_eligibility,train
utt_00112,2025-12-07T10:40:00,whatsapp_voice_note,ios,Western,rw,Ni izihe documents nkeneye kuri ESIA?,0.65,4,requirements_information,train
utt_00491,2025-12-10T08:33:00,voice_call,web,Western,mixed,Nshaka requirements and steps za land title.,0.919,7,requirements_information,train
utt_00661,2025-12-21T17:43:00,mobile_app_voice,android,Western,rw,Ese icyemezo cy’ubukwe bisaba amafaranga angahe?,0.876,7,fees_information,train
utt_00495,2025-12-12T21:20:00,ivr,ios,Kigali,en,What are the requirements for driving license?,0.776,3,requirements_information,train
utt_00263,2025-12-14T02:36:00,whatsapp_voice_note,ios,Western,rw,"OTP ntabwo igeze, mwamfasha?",0.872,10,reset_password_login_help,train
utt_00588,2025-10-29T12:24:00,voice_call,feature_phone,Kigali,mixed,"Please open ticket, ikibazo cya birth certificate.",0.867,6,complaint_or_support_ticket,train
utt_00298,2025-10-28T02:42:00,mobile_app_voice,web,Northern,en,I forgot my password.,0.99,6,reset_password_login_help,train
utt_00415,2025-10-23T04:23:00,ivr,android,Kigali,mixed,"Please open ticket, ikibazo cya pasiporo.",0.892,4,complaint_or_support_ticket,train
utt_00151,2025-09-26T09:57:00,voice_call,feature_phone,Eastern,mixed,How much amafaranga yo business registration?,0.841,4,fees_information,train
utt_00434,2025-10-03T21:38:00,mobile_app_voice,web,Western,rw,Ni izihe documents nkeneye kuri attestation y’imisoro?,0.813,5,requirements_information,train
utt_00555,2025-12-19T16:15:00,ivr,ios,Western,rw,Ni izihe documents nkeneye kuri icyangombwa cy’ubutaka?,0.772,9,requirements_information,train
utt_00441,2025-09-29T09:21:00,mobile_app_voice,feature_phone,Eastern,en,I want to book an appointment for visa on arrival.,0.858,9,appointment_booking,train
utt_00666,2025-10-20T14:44:00,voice_call,feature_phone,Northern,mixed,Can you check status ya application yanjye?,0.822,4,check_application_status,train
utt_00267,2025-12-17T02:39:00,mobile_app_voice,feature_phone,Southern,en,Please share the documents needed to apply for ESIA.,0.871,4,requirements_information,train
utt_00609,2025-12-23T03:37:00,mobile_app_voice,feature_phone,Kigali,en,I need to reschedule my appointment.,0.862,6,cancel_or_reschedule_appointment,train
utt_00360,2025-11-09T03:44:00,voice_call,android,Southern,en,Please share the documents needed to apply for visa on arrival.,0.99,6,requirements_information,train
utt_00621,2025-11-13T15:46:00,mobile_app_voice,android,Northern,rw,Ndashaka gutanga ikibazo/complaint kuri marriage certificate.,0.692,7,complaint_or_support_ticket,train
utt_00039,2025-11-30T22:12:00,whatsapp_voice_note,web,Northern,en,I want to check the statuz of my application.,0.736,6,check_application_status,train
utt_00128,2025-11-11T20:58:00,ivr,android,Western,mixed,Booking y'igihe ya passport bikora gute?,0.99,2,appointment_booking,train
utt_00424,2025-12-13T21:16:00,ivr,ios,Western,rw,"Serivisi ya icyemezo cy’ubukwe yarandemereye, ndasaba ubufasha.",0.749,5,complaint_or_support_ticket,train
utt_00417,2025-12-19T11:59:00,whatsapp_voice_note,ios,Northern,en,Can I speak to customer support?,0.879,11,requirements_information,train
utt_00308,2025-12-16T10:59:00,ivr,feature_phone,Eastern,mixed,Ndashaka gukora new application ya icyangombwa cy’ubutaka.,0.922,1,start_new_application,train
utt_00199,2025-10-17T11:02:00,whatsapp_voice_note,ios,Western,rw,Ndashaka kureba status ya dossier yanjye.,0.778,7,check_application_status,train
utt_00352,2025-12-12T11:33:00,whatsapp_voice_note,android,Western,rw,Ndashaka gutangira gusaba gusimbuza indangamuntu.,0.824,5,start_new_application,train
utt_00496,2025-12-06T17:04:00,mobile_app_voice,android,Western,rw,Mwashobora kunyimura appointment ya icyangombwa cy’ubutaka?,0.896,9,cancel_or_reschedule_appointment,train
utt_00147,2025-12-09T04:55:00,ivr,android,Northern,rw,Ni izihe documents nkeneye kuri ID replacement?,0.894,10,requirements_information,train
utt_00451,2025-10-16T10:46:00,ivr,feature_phone,Eastern,en,How do I begin an application for driving license?,0.897,5,start_new_application,train
utt_00649,2025-10-09T01:38:00,voice_call,feature_phone,Kigali,en,What documents do I need for ESIA?,0.823,7,requirements_information,train
utt_00524,2025-12-07T01:20:00,mobile_app_voice,web,Eastern,rw,Mumpuze n'umuntu umbwire neza.,0.729,6,speak_to_agent,train
utt_00420,2025-11-22T20:29:00,voice_call,web,Western,rw,Ndashaka kumenya aho application igeze.,0.803,4,check_application_status,train
utt_00443,2025-10-26T17:37:00,voice_call,android,Northern,rw,Nshaka guhindura password yanjye.,0.881,8,reset_password_login_help,train
utt_00623,2025-09-29T20:31:00,whatsapp_voice_note,feature_phone,Southern,rw,"Serivisi ya ESIA yarandemereye, ndasaba ubufasha.",0.854,6,complaint_or_support_ticket,train
utt_00148,2025-11-08T01:49:00,whatsapp_voice_note,android,Southern,mixed,Ni izihe requirements za visa on arrival?,0.748,7,requirements_information,train
utt_00548,2025-10-08T21:43:00,mobile_app_voice,web,Southern,rw,Nashaka gufata appointment kuri permis i Gasabo.,0.908,10,appointment_booking,train
utt_00349,2025-11-25T17:52:00,whatsapp_voice_note,ios,Western,rw,Mwashobora kunyimura appointment ya business registration?,0.796,8,cancel_or_reschedule_appointment,train
utt_00464,2025-12-06T13:22:00,whatsapp_voice_note,ios,Western,rw,Nshaka guhindura numero ya telefone muri dossier.,0.829,2,update_application_details,train
utt_00326,2025-11-13T01:00:00,ivr,android,Western,en,Help me apply for visa on arrival.,0.99,3,start_new_application,train
utt_00187,2025-09-25T13:59:00,whatsapp_voice_note,ios,Northern,en,Can I change the appointment time?,0.839,2,update_application_details,train
utt_00124,2025-10-17T01:14:00,voice_call,ios,Eastern,mixed,Help me book rendez-vous for marriage certificate.,0.99,9,appointment_booking,train
utt_00594,2025-11-22T17:11:00,whatsapp_voice_note,android,Southern,mixed,Booking y'igihe ya birth certificate bikora gute?,0.914,3,appointment_booking,train
utt_00097,2025-09-30T21:41:00,voice_call,web,Eastern,mixed,Help me edit dossier info.,0.859,4,update_application_details,train
utt_00144,2025-10-08T03:17:00,voice_call,web,Northern,mixed,Ese progress ya ID replacement application yanjye iri he?,0.99,7,check_application_status,train
utt_00240,2025-12-05T07:03:00,voice_call,feature_phone,Southern,rw,Ni izihe documents nkeneye kuri marriage certificate?,0.74,4,requirements_information,train
utt_00395,2025-11-06T01:52:00,whatsapp_voice_note,android,Southern,rw,Ndashaka kuvugana n'umukozi.,0.874,4,speak_to_agent,train
utt_00470,2025-11-22T03:47:00,voice_call,android,Eastern,en,What is the fee for land title?,0.862,9,fees_information,train
utt_00198,2025-12-06T19:14:00,ivr,android,Western,rw,Ndashaka kureba status ya application number yanjye.,0.878,3,check_application_status,train
utt_00098,2025-11-09T18:38:00,ivr,ios,Kigali,en,Can you tell me the progress of my ESIA application?,0.938,5,check_application_status,train
utt_00372,2025-09-29T00:48:00,ivr,feature_phone,Northern,mixed,Fee ya permis ni angahe?,0.881,6,fees_information,train
utt_00325,2025-12-01T10:24:00,voice_call,android,Northern,en,Who can apply for visa on arrival?,0.948,8,service_eligibility,train
utt_00280,2025-11-15T20:00:00,mobile_app_voice,feature_phone,Eastern,en,Help me edit my applicashon information.,0.806,9,update_application_details,train
utt_00294,2025-12-13T05:18:00,voice_call,android,Western,mixed,Ni izihe requirements za land title?,0.965,6,requirements_information,train
utt_00401,2025-11-25T12:41:00,whatsapp_voice_note,feature_phone,Northern,mixed,Nshaka requirements and steps za ESIA.,0.776,7,requirements_information,train
utt_00123,2025-10-15T13:53:00,whatsapp_voice_note,android,Southern,en,Where is my applicashon now?,0.984,6,check_application_status,train
utt_00184,2025-10-26T01:34:00,voice_call,android,Kigali,rw,Uburyo bwo kwishyura tax clearance ni ubuhe?,0.807,5,payment_help,val
utt_00203,2025-11-17T05:40:00,voice_call,web,Eastern,rw,Ndashaka kureba statuz ya request yanjye.,0.846,3,check_application_status,train
utt_00439,2025-09-27T22:01:00,mobile_app_voice,feature_phone,Western,mixed,What documents nkeneye kuri tax clearance?,0.823,2,requirements_information,train
utt_00247,2025-10-08T00:51:00,mobile_app_voice,android,Southern,mixed,Ese progress ya ESIA application yanjye iri he?,0.974,4,check_application_status,train
utt_00416,2025-10-08T01:07:00,mobile_app_voice,android,Northern,rw,"Nakoze request nabi, nakosora he?",0.919,6,update_application_details,train
utt_00620,2025-10-05T23:17:00,ivr,feature_phone,Western,mixed,Ese progress ya driving license application yanjye iri he?,0.826,7,check_application_status,train
utt_00130,2025-12-08T16:41:00,mobile_app_voice,android,Northern,mixed,Nashaka gufata appointment ya ESIA i Muhanga.,0.695,5,appointment_booking,val
utt_00403,2025-09-28T13:48:00,whatsapp_voice_note,feature_phone,Kigali,rw,Nkeneye ibisabwa byo gukora gusimbuza indangamuntu.,0.9,4,requirements_information,train
utt_00551,2025-09-28T20:32:00,mobile_app_voice,web,Northern,mixed,Nishyuye but ntabwo byemejwe.,0.885,5,payment_help,val
utt_00543,2025-12-17T13:09:00,mobile_app_voice,feature_phone,Kigali,rw,Fee yo gusaba pasiporo ni angahe?,0.724,6,fees_information,train
utt_00220,2025-11-25T02:10:00,ivr,feature_phone,Kigali,rw,Ndashaka kuvugana n'umukozi.,0.774,6,speak_to_agent,train
utt_00636,2025-10-30T02:49:00,mobile_app_voice,feature_phone,Kigali,en,I need help with a problem on ESIA.,0.99,2,complaint_or_support_ticket,train
utt_00531,2025-09-30T14:11:00,voice_call,ios,Northern,en,What are the requirements for land title?,0.964,2,requirements_information,train
utt_00639,2025-12-11T01:00:00,ivr,android,Northern,en,Please cancel my appointment for ID replacement.,0.744,5,cancel_or_reschedule_appointment,train
utt_00538,2025-10-17T20:13:00,whatsapp_voice_note,ios,Kigali,rw,Ndashaka booking yigihe kuri gusimbuza indangamuntu.,0.864,6,appointment_booking,val
utt_00387,2025-10-27T11:24:00,ivr,ios,Eastern,rw,Fee yo gusaba icyangombwa cy’ubutaka ni angahe?,0.863,7,fees_information,train
utt_00678,2025-12-09T19:49:00,ivr,ios,Western,en,Can I change the appointment time?,0.712,3,cancel_or_reschedule_appointment,train
utt_00510,2025-10-13T04:27:00,mobile_app_voice,android,Kigali,rw,Ntabasha kwinjira muri account yanjye.,0.827,2,reset_password_login_help,train
utt_00268,2025-10-24T02:37:00,whatsapp_voice_note,web,Northern,en,What are the requirements for visa on arrival?,0.815,6,requirements_information,val
utt_00442,2025-12-11T18:41:00,voice_call,feature_phone,Eastern,en,What is the fee for marriage certificate?,0.812,7,fees_information,train
utt_00497,2025-12-22T23:08:00,ivr,ios,Kigali,rw,Ni nde wemerewe attestation y’imisoro?,0.812,5,service_eligibility,val
utt_00113,2025-10-01T09:36:00,whatsapp_voice_note,feature_phone,Kigali,rw,Uburyo bwo kwishyura permis ni ubuhe?,0.847,10,payment_help,val
utt_00233,2025-10-27T21:59:00,voice_call,android,Kigali,en,Where is my aplication now?,0.96,4,check_application_status,train
utt_00608,2025-10-13T18:49:00,whatsapp_voice_note,feature_phone,Eastern,rw,Natanze case ariko sinzi aho igeze.,0.812,2,check_application_status,train
utt_00374,2025-11-13T11:21:00,ivr,android,Eastern,en,Help me apply for birth certificate.,0.862,5,start_new_application,train
utt_00234,2025-09-26T04:43:00,voice_call,android,Kigali,rw,Ndashaka kumenya aho case igeze.,0.936,6,check_application_status,train
utt_00552,2025-09-30T11:06:00,ivr,android,Western,mixed,I submitted case ariko status sinayibona.,0.91,5,check_application_status,train
utt_00318,2025-11-01T13:27:00,voice_call,ios,Eastern,mixed,Nishyuye but ntabwo byemejwe.,0.919,5,payment_help,val
utt_00411,2025-10-15T01:48:00,mobile_app_voice,ios,Western,en,What are the eligibility rules for marriage certificate?,0.929,4,service_eligibility,val
utt_00625,2025-10-20T11:55:00,ivr,feature_phone,Northern,en,I want to start a new application for marriage certificate.,0.783,7,start_new_application,val
utt_00359,2025-12-20T10:23:00,ivr,feature_phone,Southern,en,Who can apply for passport?,0.701,6,service_eligibility,val
utt_00259,2025-10-22T14:05:00,ivr,ios,Western,en,Connect me to a human please.,0.971,7,speak_to_agent,train
utt_00283,2025-11-16T12:03:00,whatsapp_voice_note,ios,Western,rw,Natanze case ariko sinzi aho igeze.,0.784,1,check_application_status,train
utt_00377,2025-12-06T18:16:00,mobile_app_voice,web,Kigali,rw,Ese visa yo kuza bisaba amafaranga angahe?,0.771,5,fees_information,train
utt_00385,2025-10-17T20:50:00,mobile_app_voice,web,Northern,en,Help me edit my application information.,0.936,2,update_application_details,train
utt_00225,2025-10-18T02:45:00,mobile_app_voice,ios,Western,rw,Ni iki ngomba kuzana kugira ngo nsabe visa yo kuza?,0.814,7,requirements_information,val
utt_00665,2025-11-03T00:10:00,voice_call,android,Eastern,mixed,Ndashaka gukora new application ya business registration.,0.688,8,start_new_application,val
utt_00570,2025-12-02T06:57:00,ivr,web,Northern,en,I submitted my aplikasiyo but I can't see the status.,0.913,8,check_application_status,train
utt_00473,2025-10-13T00:20:00,ivr,android,Eastern,mixed,Ndashaka kuvugana na customer support.,0.876,5,speak_to_agent,train
utt_00348,2025-11-21T10:19:00,mobile_app_voice,ios,Western,rw,"OTP ntabwo igeze, mwamfasha?",0.72,4,reset_password_login_help,val
utt_00506,2025-10-19T22:47:00,whatsapp_voice_note,android,Western,en,I need help with a problem on driving license.,0.863,9,complaint_or_support_ticket,train
utt_00690,2025-10-27T18:33:00,voice_call,android,Kigali,mixed,Ndashaka kureba status ya application yanjye ya marriage certificate.,0.849,7,check_application_status,train
utt_00658,2025-11-06T15:32:00,voice_call,ios,Northern,mixed,What documents nkeneye kuri ESIA?,0.815,3,requirements_information,val
utt_00630,2025-10-06T22:10:00,voice_call,android,Kigali,rw,Natanze application number ariko sinzi aho igeze.,0.88,5,speak_to_agent,train
utt_00596,2025-12-12T10:03:00,ivr,ios,Eastern,rw,Ndashaka gusubika appointment yanjye.,0.725,9,cancel_or_reschedule_appointment,train
utt_00557,2025-11-04T12:58:00,voice_call,feature_phone,Northern,rw,"Serivisi ya attestation y’imisoro yarandemereye, ndasaba ubufasha.",0.862,7,complaint_or_support_ticket,train
utt_00086,2025-10-08T11:43:00,whatsapp_voice_note,android,Eastern,mixed,"Serivisi ya icyemezo cy’ubukwe irimo ikibazo, help.",0.882,4,complaint_or_support_ticket,train
utt_00243,2025-12-18T20:06:00,voice_call,web,Eastern,en,I want to raise a complaint about visa on arrival.,0.77,6,complaint_or_support_ticket,val
utt_00160,2025-10-26T17:36:00,ivr,android,Northern,rw,Nashaka gufata appointment kuri attestation y’imisoro i Huye.,0.866,5,appointment_booking,val
utt_00525,2025-12-18T06:15:00,mobile_app_voice,web,Eastern,rw,Ndashaka kureba status ya dossier yanjye.,0.81,1,check_application_status,train
utt_00036,2025-09-27T21:12:00,voice_call,ios,Northern,en,I want to check the status of my application.,0.951,7,check_application_status,train
utt_00541,2025-11-24T06:40:00,voice_call,feature_phone,Northern,mixed,Ni izihe requirements za business registration?,0.916,5,requirements_information,val
utt_00171,2025-10-03T18:14:00,voice_call,web,Western,mixed,Eligibility ya birth certificate ni iyihe?,0.823,4,service_eligibility,val
utt_00598,2025-11-25T03:11:00,mobile_app_voice,feature_phone,Northern,rw,Nshaka kumenya ikiguzi cya icyangombwa cy’ubutaka.,0.823,3,fees_information,train
utt_00590,2025-10-21T19:56:00,ivr,ios,Western,rw,Ndashaka kumenya aho application igeze.,0.82,7,check_application_status,train
utt_00659,2025-10-26T16:07:00,mobile_app_voice,android,Eastern,mixed,What documents nkeneye kuri passport?,0.895,7,requirements_information,val
utt_00096,2025-09-25T20:59:00,whatsapp_voice_note,feature_phone,Eastern,rw,Ni iki ngomba kuzana kugira ngo nsabe icyangombwa cy’ubutaka?,0.913,7,requirements_information,val
utt_00564,2025-11-23T22:11:00,whatsapp_voice_note,web,Kigali,rw,Ni iki ngomba kuzana kugira ngo nsabe birth certificate?,0.878,7,requirements_information,val
utt_00241,2025-10-07T22:29:00,ivr,web,Kigali,rw,Ndashaka kumenya aho case igeze.,0.817,6,check_application_status,train
utt_00575,2025-11-09T15:59:00,mobile_app_voice,ios,Eastern,mixed,I submitted request ariko status sinayibona.,0.618,6,check_application_status,train
utt_00461,2025-10-22T06:19:00,ivr,feature_phone,Northern,mixed,Help me gutangira application ya driving license.,0.837,2,start_new_application,val
utt_00554,2025-11-25T22:37:00,whatsapp_voice_note,web,Kigali,mixed,Nashaka gufata appointment ya tax clearance i Rwamagana.,0.718,8,appointment_booking,val
utt_00613,2025-12-16T14:28:00,whatsapp_voice_note,android,Western,en,How much does driving license cost?,0.795,3,fees_information,val
utt_00207,2025-12-15T09:57:00,voice_call,ios,Northern,mixed,Ni izihe requirements za tax clearance?,0.816,6,requirements_information,val
utt_00393,2025-09-26T23:39:00,whatsapp_voice_note,android,Southern,en,I need to reschedule my appointment.,0.75,2,cancel_or_reschedule_appointment,train
utt_00398,2025-10-06T02:44:00,voice_call,ios,Eastern,en,Can you tell me the progress of my marriage certificate application?,0.897,4,check_application_status,train
utt_00591,2025-10-20T18:12:00,ivr,feature_phone,Eastern,en,How much does birth certificate cost?,0.816,3,fees_information,val
